date,c_top10,earnings_yield,ust10y,vlcc_empty,freight_index,insurance_premium,equity_growth_implied,bond_inflation_implied,mag7_return,sp500_return,completion_dispersion,phi_freight,phi_ins,phi_vlcc,Phi,disp_norm,ins_norm,Theta,dPhi,dTheta,Va,Va_smooth,TPI,FPI,Regimen
2000-08-31,0.2275535168195718,0.0545932721712538,0.0448837920489296,12.42973697261457,100.3858044684532,0.0824993037486815,0.0355810397553516,0.02,0.01,0.006,0.2,0.22829239337730634,0.0,0.1606009104636992,0.13146718496684734,0.0,0.0,0.95,-0.10344263114810343,0.025901639442877933,3.9936711873482054,2.962451967920626,0.12894731342779642,0.1384551049146335,Absorción
2000-09-30,0.2279510703363914,0.054571865443425,0.0448776758409785,10.571984383209152,91.6793930791743,1.4010831499555063,0.035611620795107,0.02,0.01,0.006,0.2,0.14343388496057977,0.24252587867102174,0.1332610477825439,0.17557287346472547,0.0,0.24252587867102174,0.9029896485315914,-0.007144585527756181,-0.030356751432662588,-0.2353540873305998,1.8791585500088028,0.13768178908578022,0.6359534604647474,Absorción
2000-10-31,0.228348623853211,0.0545504587155963,0.0448715596330275,2.812192406068609,92.78534957377737,1.46482057408948,0.0356422018348623,0.02,0.01,0.006,0.2,0.1542132766421369,0.2542490427586052,0.01906303869391009,0.1554382352958441,0.0,0.2542490427586052,0.8983003828965579,-0.10007186204880691,-0.051699617103442064,-1.9356402939809068,0.6075589353455663,0.03575051323815657,0.6996908845987211,Absorción
2000-11-30,0.2287461773700305,0.0545290519877675,0.0448654434250764,14.065219375897474,85.38352511478651,1.168757557460275,0.0356727828746177,0.02,0.01,0.006,0.2,0.0820701449810415,0.19979445236107607,0.18466970443454292,0.14892354242742895,0.0,0.19979445236107607,0.9200822190555695,0.017456357460581606,-0.029917780944430428,0.5834776814833029,-0.5291722332760678,-0.02882841852554363,0.4036278679695162,Absorción
2000-12-31,0.2291437308868501,0.0545076452599388,0.0448593272171253,11.67982597296802,104.13654130404962,0.9477909048721432,0.035703363914373,0.02,0.01,0.006,0.2,0.2648495831425772,0.15915226511595393,0.14956474565340738,0.19903431246096662,0.0,0.15915226511595393,0.9363390939536185,0.023461438996241146,0.03334944542202711,-0.7035031227459334,-0.6852219117478456,-0.06292037225650413,0.4196974972210943,Absorción
2001-01-31,0.2295412844036697,0.05448623853211,0.0448532110091743,9.247668341222557,116.60115048397782,1.39574281009858,0.0357339449541284,0.02,0.01,0.006,0.2,0.38633800078255165,0.24154363501626386,0.1137715748888726,0.2675183662909312,0.0,0.24154363501626386,0.9033825459934944,0.11208013099508707,0.005082163096936543,-22.05362733491324,-7.391217592058624,-1.1556922477897567,1.1952585887830591,Absorción
2001-02-28,0.2299388379204893,0.0544648318042813,0.0448470948012232,14.407395627877309,94.94896234446946,1.1396047269040577,0.0357645259938837,0.02,0.01,0.006,0.2,0.17530129377149048,0.19443239983272662,0.18970538668589976,0.18559820412152545,0.0,0.19443239983272662,0.9222270400669094,0.0366746616940965,0.002144821011339837,,-10.0,-0.8096969645651872,0.3744750374132988,Absorción
2001-03-31,0.2303363914373088,0.0544434250764526,0.0448409785932721,10.390176759184111,104.47129599454787,0.4231442255090243,0.0357951070336391,0.02,0.01,0.006,0.2,0.26811232624660347,0.06265449800739488,0.13058545174054212,0.16182036773636513,0.0,0.06265449800739488,0.95,-0.03721394472460149,0.013660906046381482,2.7241198056887863,-9.664753764612227,-0.6114208583102103,0.24583468941054143,Absorción
2001-04-30,0.2307339449541284,0.0544220183486238,0.0448348623853211,11.60030647327522,105.00113278742606,1.3131394085613497,0.0358256880733945,0.02,0.01,0.006,0.2,0.2732764699951185,0.22635046956329524,0.14839448637643277,0.22563187393930895,0.0,0.22635046956329524,0.9094598121746819,-0.04188649235162223,0.006077266181187424,6.892324789275253,4.808222297482019,0.5533438336695934,0.8077701881104657,Absorción
2001-05-31,0.231131498470948,0.0544006116207951,0.04482874617737,6.916240565953323,104.22161597848331,1.065111940659757,0.0358562691131498,0.02,0.01,0.006,0.2,0.2656787778192005,0.18073101217313756,0.0794608084335327,0.1893925674966615,0.0,0.18073101217313756,0.927707595130745,0.003794363375136056,0.0054805550638356015,-0.6923319501292533,2.9747042149449285,0.24979675455928807,0.5392545633941503,Absorción
2001-06-30,0.2315290519877675,0.0543792048929663,0.0448226299694189,13.115337868112167,109.65275915536397,1.030841160653348,0.0358868501529052,0.02,0.01,0.006,0.2,0.3186143316749833,0.17442762004702783,0.17069064708626022,0.23116806145801813,0.0,0.17442762004702783,0.9302289519811888,0.069347693721653,-0.019771048018811133,3.5075375698684383,3.235843469671479,0.38899796268750253,0.6477313313746311,Absorción
2001-07-31,0.2319266055045871,0.0543577981651376,0.0448165137614678,7.015089360183782,95.11196459385069,1.0759763240243068,0.0359174311926605,0.02,0.01,0.006,0.2,0.176890022713026,0.18272928792123358,0.08091552984039319,0.15494014231774045,0.0,0.18272928792123358,0.9269082848315066,-0.0706917316215685,0.0174484726568247,4.05145670981801,2.2888874431857316,0.1339088478820717,0.3108466345335479,Absorción
2001-08-31,0.2323241590214067,0.0543363914373088,0.0448103975535168,11.688286987613788,95.74934488712832,0.9568526919241006,0.0359480122324159,0.02,0.01,0.006,0.2,0.18310235734361313,0.16081899103059927,0.14968926329901733,0.16694990562290932,0.0,0.16081899103059927,0.9356724035877603,-0.022442661873752184,0.007964808457015304,2.817727757656867,3.458907345781105,0.2314641709339253,0.20831734709555005,Absorción
2001-09-30,0.2327217125382263,0.0543149847094801,0.0448042813455657,14.506573752287707,105.84541050042854,0.8173362919049536,0.0359785932721712,0.02,0.01,0.006,0.2,0.2815053652553515,0.13515787164027873,0.1911649547240865,0.20769863985725978,0.0,0.13515787164027873,0.9459368513438885,-0.02346942160075835,0.015707899362699673,1.4941158622705057,2.787766776581794,0.27639280822806067,0.3341573487909126,Absorción
2001-10-31,0.2331192660550458,0.0542935779816513,0.0447981651376146,13.496856029762323,95.89237237080948,1.0719305285653062,0.0360091743119266,0.02,0.01,0.006,0.2,0.18449639885912514,0.18198514859217993,0.17630530977566627,0.1815696889948296,0.0,0.18198514859217993,0.927205940563128,0.02662954667708914,0.0002976557316214379,,2.155921809963686,0.16780340199141383,0.32715439647066624,Absorción
2001-11-30,0.2335168195718654,0.0542721712538226,0.0447920489296636,5.291928902717607,98.80468765606368,0.8574510879788736,0.0360397553516819,0.02,0.01,0.006,0.2,0.21288177144216516,0.14253614810978305,0.05555641014200534,0.14892946295079146,0.0,0.14253614810978305,0.9429855407560868,-0.01802044267211786,0.007313137168326489,2.464119331737024,1.9791175970037649,0.10782673335451963,0.18921977387106953,Absorción
2001-12-31,0.233914373088685,0.0542507645259938,0.0447859327217125,5.702866190624795,104.8262307329656,1.2093640721228451,0.0360703363914373,0.02,0.01,0.006,0.2,0.2715717575944603,0.20726317016513357,0.061604023309668694,0.19657181842299806,0.0,0.20726317016513357,0.9170947319339465,-0.011126821434261719,-0.02884211940994197,-0.38578376561419647,1.0391677830614137,0.09330687818410922,0.6993978748295205,Absorción
2002-01-31,0.2343119266055046,0.0542293577981651,0.0447798165137614,7.193727262175653,93.32043296404952,1.152596214161906,0.0361009174311926,0.02,0.01,0.006,0.2,0.15942855723787966,0.1968219117864161,0.08354447824717244,0.15354521158219062,0.0,0.1968219117864161,0.9212712352854335,-0.02802447741263897,-0.005934705277694463,-4.722134647186056,-0.8812663603544096,-0.05072501889031457,0.38746652467114706,Absorción
2002-02-28,0.2347094801223241,0.0542079510703363,0.0447737003058104,11.424163146682304,105.25269608704193,0.8536806128147223,0.036131498470948,0.02,0.01,0.006,0.2,0.2757283741635891,0.14184264818194484,0.1458022497197779,0.19638683895906078,0.0,0.14184264818194484,0.943262940727222,0.047457376008269325,0.0002773999711352948,,-2.553959206400126,-0.22893171706892423,0.3549232681723272,Absorción
2002-03-31,0.2351070336391437,0.0541865443425076,0.0447675840978593,16.39227972175626,111.41424970259456,1.0111086309259616,0.0361620795107033,0.02,0.01,0.006,0.2,0.3357829966673381,0.17079823453293758,0.2189161970349937,0.2488216300122118,0.0,0.17079823453293758,0.931680706186825,0.05224981158921374,0.014585974252878442,-3.5821955176496076,-4.152165082417832,-0.5698531761904844,0.6742963210147362,Absorción
2002-04-30,0.2355045871559633,0.0541651376146789,0.0447614678899082,5.3761901540778005,108.7930228784826,0.6079053615723085,0.0361926605504587,0.02,0.01,0.006,0.2,0.31023476691219937,0.0966374388699782,0.0567964520370713,0.17211612337863993,0.0,0.0966374388699782,0.95,0.01857091179644932,0.028728764714566424,-0.6464222176261292,-2.1143088676378685,-0.1494641227870943,0.35942328312996275,Absorción
2002-05-31,0.2359021406727828,0.0541437308868501,0.0447553516819571,9.89999121989131,103.54098485727528,1.0034015237725973,0.036223241590214,0.02,0.01,0.006,0.2,0.25904489169261097,0.1693806736097104,0.12337157115763712,0.19374408522985231,0.0,0.1693806736097104,0.9322477305561159,-0.002642753729208469,-0.011015210171106182,-0.2399185933047953,-1.489512109526844,-0.1303001691322492,0.45965501700482636,Absorción
2002-06-30,0.2362996941896024,0.0541223241590214,0.0447492354740061,11.084187199263082,109.2722498600858,1.0165117839472066,0.0362538226299694,0.02,0.01,0.006,0.2,0.3149056335912048,0.17179203135355015,0.1407989485426755,0.22128920154589335,0.0,0.17179203135355015,0.93128318745858,-0.027532428466318454,-0.00039751872824500545,,-0.44317040546546216,-0.04924803150392086,0.623400971980647,Absorción
2002-07-31,0.236697247706422,0.0541009174311926,0.044743119266055,8.003917309403858,108.2567697749423,0.4511201600695563,0.0362844036697247,0.02,0.01,0.006,0.2,0.30500808550861824,0.06780008516929903,0.09546774766592062,0.1696002009291821,0.0,0.06780008516929903,0.95,-0.002515922449457836,0.0,,-0.2399185933047953,-0.01651661648782978,0.34532886264836105,Absorción
2002-08-31,0.2370948012232415,0.0540795107033639,0.0447370030581039,4.596601475354062,110.0861909662108,0.9170674955574052,0.0363149847094801,0.02,0.01,0.006,0.2,0.3228388479910988,0.15350133752324813,0.04532353172160997,0.19419189025997885,0.0,0.15350133752324813,0.9385994649907008,0.0004478050301265357,0.006351734434584921,-0.07050122053092404,-0.07050122053092404,-0.006193017711438228,0.5453496193542905,Absorción
2002-09-30,0.2374923547400611,0.0540581039755351,0.0447308868501529,12.602565519124198,98.7117706221943,1.3750490741320578,0.0363455657492354,0.02,0.01,0.006,0.2,0.21197613988535957,0.23773745574848013,0.16314436471907406,0.20878465664588036,0.0,0.23773745574848013,0.9049050177006079,-0.012504544900012987,-0.026378169757972025,-0.47404899637640163,-0.2722751084536628,-0.027249284862640805,0.704375607733456,Absorción
2002-10-31,0.2378899082568807,0.0540366972477064,0.0447247706422018,6.230207179531995,98.75281625149796,0.5748514983918991,0.0363761467889908,0.02,0.01,0.006,0.2,0.21237619804066615,0.09055787310375,0.06936470700086023,0.13398691155279402,0.0,0.09055787310375,0.95,-0.03561328937638808,0.0,,-0.2722751084536628,-0.01226337315789474,0.09553503150280972,Absorción
2002-11-30,0.2382874617737003,0.0540152905198776,0.0447186544342507,9.61163638694963,102.50794288939468,1.079493726523394,0.0364067278287461,0.02,0.01,0.006,0.2,0.2489761737551408,0.18337624043334327,0.11912795896673921,0.19355414339541127,0.0,0.18337624043334327,0.9266495038266627,-0.0006377468645675788,-0.011949961164038125,-0.053368111897032444,-0.263708554136717,-0.02302811524729173,0.5085956232905854,Absorción
2002-12-31,0.2386850152905199,0.0539938837920489,0.0447125382262996,11.095317903621243,89.94232683763795,0.9934842560197508,0.0364373088685015,0.02,0.01,0.006,0.2,0.12650327558697044,0.16755659993954225,0.14096275503145775,0.1444868089714924,0.0,0.16755659993954225,0.9329773600241831,-0.06429784767438795,0.02807234232357514,2.290434012711175,1.1185329504070713,0.05770710235343725,0.2283545665289919,Absorción
2003-01-31,0.2390825688073394,0.0539724770642201,0.0447064220183486,7.557651650334294,93.26397061274646,1.3093958402532135,0.0364678899082568,0.02,0.01,0.006,0.2,0.15887823739896434,0.22566191858801404,0.08890021983263573,0.1647580214235496,0.0,0.22566191858801404,0.9097352325647944,0.03077110987075557,-0.04026476743520557,0.7642192375821546,1.0004283794654325,0.06537317094816338,0.5442661507624547,Absorción
2003-02-28,0.239480122324159,0.0539510703363914,0.0447003058103975,8.258866477135534,99.48632741145336,0.9963127037697704,0.0364984709480122,0.02,0.01,0.006,0.2,0.21952548839208308,0.16807683365681547,0.0992197409486697,0.17144202237388606,0.0,0.16807683365681547,0.9327692665372738,-0.02211212102152521,0.0061197627106110986,3.6132317652095973,2.2226283385009755,0.1560154755473792,0.34599702924710163,Absorción
2003-03-31,0.2398776758409786,0.0539296636085626,0.0446941896024464,11.445657568432608,103.87876706371635,0.6745903385845371,0.0365290519877675,0.02,0.01,0.006,0.2,0.2623371429918773,0.10890274356832719,0.14611857523180544,0.17958046125361682,0.0,0.10890274356832719,0.95,0.03509365228212441,0.017022639975816878,-2.061586941389821,0.7719546871339769,0.05890441988944473,0.23026116294790966,Absorción
2003-04-30,0.2402752293577981,0.0539082568807339,0.0446880733944954,9.194429853459027,105.40321283987235,0.8327030395379201,0.0365596330275229,0.02,0.01,0.006,0.2,0.2771954111051983,0.13798426298635966,0.11298808361392672,0.18741967739078688,0.0,0.13798426298635966,0.9448062948054561,0.022661655967237293,0.0350710622406617,-0.6461639459828841,0.30182695927896414,0.02487225085045018,0.3379017492100114,Absorción
2003-05-31,0.2406727828746177,0.0538868501529052,0.0446819571865443,15.737358784497824,101.5374777211335,1.2788830136228728,0.0365902140672782,0.02,0.01,0.006,0.2,0.23951737115933877,0.22004972326911343,0.20927796609198646,0.2251438431309218,0.0,0.22004972326911343,0.9119801106923546,0.05370182075703575,-0.020789155844919138,2.5831650480488584,-0.041528613107948864,-0.0047606394226951745,0.6824780293036531,Absorción
2003-06-30,0.2410703363914373,0.0538654434250764,0.0446758409785932,13.266705430341196,118.1614065841044,1.3339112716576969,0.0366207951070336,0.02,0.01,0.006,0.2,0.40154530026392915,0.23017101868011308,0.17291826791657075,0.28440754362275394,0.0,0.23017101868011308,0.9079315925279547,0.10482708236913713,-0.04206840747204521,2.491824356289112,1.4762751527850286,0.25772172923604836,1.1744354946551052,Absorción
2003-07-31,0.2414678899082568,0.0538440366972477,0.0446697247706422,8.761645272129556,90.48705856231491,1.3859753166681337,0.036651376146789,0.02,0.01,0.006,0.2,0.1318125953028157,0.2397471091954395,0.10661895185141576,0.16329126430238405,0.0,0.2397471091954395,0.9041011563218242,-0.024128413088402828,-0.040705138483631886,-0.5927608647764508,1.4940761798538398,0.09607176746651709,0.6208456271773748,Absorción
2003-08-31,0.2418654434250764,0.0538226299694189,0.0446636085626911,7.687875183097285,109.01816029260333,0.8754105814536398,0.0366819571865443,0.02,0.01,0.006,0.2,0.31242910672648944,0.14583942074427197,0.09081667174550029,0.19871960788746607,0.0,0.14583942074427197,0.9416642317022912,-0.026424235243455746,0.02968412100993656,0.8901808220836457,0.9297481045321022,0.08513111593057093,0.47562149540261695,Absorción
2003-09-30,0.242262996941896,0.0538012232415902,0.04465749235474,10.502687396417306,88.2119121387359,1.545183927366948,0.0367125382262997,0.02,0.01,0.006,0.2,0.10963749659655576,0.26903019825556906,0.1322412294741688,0.17107587539661367,0.0,0.26903019825556906,0.8923879206977724,-0.11333166822614027,-0.015543671830182348,-7.291177365574292,-2.3312524694223655,-0.16301171735780973,0.7800542378761892,Absorción
2003-10-31,0.2426605504587156,0.0537798165137614,0.0446513761467889,16.83372402711329,82.91553685756541,0.6297544074794446,0.036743119266055,0.02,0.01,0.006,0.2,0.058015480787746994,0.10065611320153112,0.22541277077611926,0.1147890246296645,0.0,0.10065611320153112,0.95,-0.04850223967271955,0.04589884367817576,1.0567202958923705,-1.781425415866092,-0.060740453240999116,0.0,Absorción
2003-11-30,0.2430581039755351,0.0537584097859327,0.0446452599388379,10.537579033417432,76.96319746215165,0.7825769795217197,0.0367737003058104,0.02,0.01,0.006,0.2,0.0,0.12876462421654075,0.13275471688349572,0.07825629769666319,0.0,0.12876462421654075,0.9484941503133837,-0.12046331019080288,0.0068299186110925,17.637590877753343,3.801044602690474,0.06503204743790181,0.017447290030960794,Absorción
2003-12-31,0.2434556574923547,0.0537370030581039,0.0446391437308868,7.108343923102328,96.86313162287188,1.0773742865020135,0.0368042813455657,0.02,0.01,0.006,0.2,0.1939580677923427,0.18298641383645717,0.08228792299926921,0.1622004527095144,0.0,0.18298641383645717,0.9268054344654171,-0.008875422687099288,0.03441751376764468,0.2578751837514458,6.31739545246572,0.40134836764797077,0.3581127649422927,Absorción
2004-01-31,0.2438532110091743,0.0537155963302752,0.0446330275229357,4.659475092147161,97.54017772932175,0.9637986459121932,0.0368348623853211,0.02,0.01,0.006,0.2,0.2005570119673718,0.16209655377264004,0.04624881965241085,0.14851880352047547,0.0,0.16209655377264004,0.9351613784909439,0.03372977889081097,-0.014838621509056016,2.273107301121312,6.722857787542034,0.3644603145934053,0.2623320283758459,Absorción
2004-02-29,0.2442507645259939,0.0536941896024464,0.0446269113149847,10.369622692442132,107.7719735054433,1.2343545149706876,0.0368654434250764,0.02,0.01,0.006,0.2,0.3002829368249324,0.2118596386623673,0.1302829650878685,0.22683478953376862,0.0,0.2118596386623673,0.9152561445350531,0.14857849183710542,-0.03323800577833058,4.470138576543925,2.3337070204722274,0.2711523993379823,0.8018117153077684,Absorción
2004-03-31,0.2446483180428134,0.0536727828746177,0.0446207951070336,6.839634766700642,94.16755166118236,1.0455079220812762,0.0368960244648318,0.02,0.01,0.006,0.2,0.16768514262955245,0.17712526359301783,0.07833342901600825,0.1486512565633793,0.0,0.17712526359301783,0.9291498945627928,-0.01354919614613509,0.0023444600973757668,,3.3716229388326187,0.18307632172946148,0.2803782325905173,Absorción
2004-04-30,0.245045871559633,0.0536513761467889,0.0446146788990825,9.71987137041103,104.09775711606594,0.3064094312252573,0.0369266055045871,0.02,0.01,0.006,0.2,0.2644715665068711,0.04118357779508187,0.12072081347385032,0.15038308219948968,0.0,0.04118357779508187,0.95,0.001864278679014203,0.014838621509056016,-0.12563691835366467,2.1722508290951303,0.12043642752440431,0.23601691122931984,Absorción
2004-05-31,0.2454434250764526,0.0536299694189602,0.0446085626911315,7.9465620263551955,105.5592768736676,1.1951196958813282,0.0369571865443425,0.02,0.01,0.006,0.2,0.2787165155572197,0.20464321552665343,0.09462367102647365,0.206767649413835,0.0,0.20464321552665343,0.9181427137893386,-0.02006714011993363,0.0028865692542855426,,-0.12563691835366467,-0.01235593640605342,0.7044202598827339,Absorción
2004-06-30,0.2458409785932721,0.0536085626911315,0.0446024464831804,8.743385358618713,116.1280231359494,0.8097338316757308,0.0369877675840978,0.02,0.01,0.006,0.2,0.38172658521191916,0.1337595583267509,0.10635022740941888,0.22609403635148523,0.0,0.1337595583267509,0.9464961766692996,0.07744277978810593,0.017346282106506794,-4.464517486375725,-2.295077202364695,-0.2650985900059851,0.5968143335470169,Absorción
2004-07-31,0.2462385321100917,0.0535871559633027,0.0445963302752293,13.024362296470912,100.39263377911716,1.0247452322380664,0.0370183486238532,0.02,0.01,0.006,0.2,0.22835895640661272,0.1733064017039662,0.16935179300515377,0.1943387714103217,0.0,0.1733064017039662,0.9306774393184135,0.04395568921083201,-0.019322560681586443,2.2748376850859042,-1.0948399006449105,-0.09630467225300175,0.39825014345499443,Absorción
2004-08-31,0.2466360856269113,0.053565749235474,0.0445902140672782,10.002953097242088,104.54498911597338,1.1573254527020975,0.0370489296636085,0.02,0.01,0.006,0.2,0.2688305886954055,0.197691756154451,0.12488682329843223,0.2079460559568281,0.0,0.197691756154451,0.9209232975382196,0.0011784065429931156,0.002780583748880905,,-1.0948399006449105,-0.10878063264692361,0.6399673399482483,Absorción
2004-09-30,0.2470336391437309,0.0535443425076452,0.0445840978593272,11.128957551164149,98.11192401361596,1.1875829252986825,0.0370795107033639,0.02,0.01,0.006,0.2,0.2061296336491082,0.2032569844476392,0.14145781737168028,0.18895625235923708,0.0,0.2032569844476392,0.9186972062209443,-0.03713778399224815,-0.02779897044835533,-1.3359409860607026,0.46944834951260084,0.03925796854338604,0.5011436008193538,Absorción
